time/total_timesteps,time/iterations,time/fps,rollout/success_rate,rollout/ep_rew_mean,rollout/ep_len_mean,time/time_elapsed,train/loss,train/clip_range,train/entropy_loss,train/explained_variance,train/clip_fraction,train/value_loss,train/approx_kl,train/n_updates,train/learning_rate,train/policy_gradient_loss,phase,phase_learning_rate_start,phase_learning_rate_end
88064,43,256,0.0,-0.7460000000000001,256.0,343,0.0003557961026672,0.2,-0.0010020531582995,0.9483457803726196,0.0,0.0012888998463495,0.0,420.0,0.000278496,-5.932641215622426e-07,1,0.0003,5e-05
90112,44,256,0.0,-0.85,256.0,350,0.2596633732318878,0.2,-0.0005207028880249,0.1946883797645568,0.000390625,0.4257696032058448,0.0003469637,430.0,0.0002779839999999,-0.0009669208026025,1,0.0003,5e-05
92160,45,256,0.0,-0.718,256.0,358,0.1096610203385353,0.2,-0.0004149744429014,0.637596607208252,0.0,0.078379071571544,0.0,440.0,0.0002774719999999,3.0151568353176124e-08,1,0.0003,5e-05
94208,46,256,0.0,-0.5619999999999998,256.0,367,0.0002950459602288,0.2,-0.0004066662251716,0.1787447929382324,0.0,0.0004184306929403,0.0,450.0,0.00027696,-7.607741281390191e-09,1,0.0003,5e-05
96256,47,256,0.0,-0.57,256.0,374,0.0001667480682954,0.2,-0.0004195367404463,0.5151176452636719,0.0,0.0640712186483142,0.0,460.0,0.000276448,3.591412678360939e-09,1,0.0003,5e-05
98304,48,256,0.0,-0.7439999999999999,256.0,383,0.0038637656252831,0.2,-0.0004098057899682,0.0004947781562805,0.0,0.0030334670980892,0.0,470.0,0.0002759359999999,-4.454341251403094e-09,1,0.0003,5e-05
100352,49,256,0.0,-1.0019999999999998,256.0,391,0.1182181537151336,0.2,-0.0004213952757709,0.4218325018882751,0.0,0.0601674967340841,0.0,480.0,0.0002754239999999,-2.6909401640295983e-08,1,0.0003,5e-05
102400,50,256,0.0,-0.956,256.0,399,0.0009595293668098,0.2,-0.000418457181513,2.09808349609375e-05,0.0,0.373210289898816,0.0,490.0,0.000274912,5.948822945356369e-09,1,0.0003,5e-05
104448,51,256,0.0,-0.86,256.0,407,0.0007464661030098,0.2,-0.000425790720692,0.1603342890739441,0.0,0.2203989163434016,0.0,500.0,0.0002743999999999,-6.170012056827545e-09,1,0.0003,5e-05
106496,52,256,0.0,-0.9940000000000002,256.0,415,0.0007776611018925,0.2,-0.0004224344476824,-0.3919875621795654,0.0,0.004220103127534,0.0,510.0,0.0002738879999999,-8.661299943923951e-09,1,0.0003,5e-05
108544,53,256,0.0,-1.0219999999999998,256.0,423,0.0009002350852824,0.2,-0.0004267493768566,-0.0003057718276977,0.0,0.1051848479480611,0.0,520.0,0.000273376,-1.2322561815381051e-08,1,0.0003,5e-05
110592,54,256,0.0,-1.2579999999999998,256.0,431,7.744321192149073e-05,0.2,-0.0004300569038605,8.183717727661133e-05,0.0,0.0536169721739497,0.0,530.0,0.000272864,-2.7357600629329677e-10,1,0.0003,5e-05
112640,55,256,0.0,-1.168,256.0,439,0.3026046752929687,0.2,-0.0004332118147431,0.0298825502395629,0.0,0.2975058883333986,0.0,540.0,0.0002723519999999,9.057112038135528e-09,1,0.0003,5e-05
114688,56,256,0.0,-1.106,256.0,447,0.0017973838839679,0.2,-0.0004332766678999,-3.337860107421875e-06,0.0,0.0536397719191882,0.0,550.0,0.0002718399999999,-3.236345946788788e-09,1,0.0003,5e-05
116736,57,256,0.0,-1.086,256.0,455,0.0006535270949825,0.2,-0.0004423287955432,8.934736251831055e-05,0.0,0.1430625286982831,0.0,560.0,0.000271328,-1.080334186553955e-08,1,0.0003,5e-05
118784,58,256,0.0,-1.4280000000000002,256.0,463,0.1404363512992859,0.2,-0.0004524857879005,0.3377078771591186,0.0,0.1375319784598105,0.0,570.0,0.000270816,6.606569513678551e-09,1,0.0003,5e-05
120832,59,256,0.0,-1.74,256.0,470,0.432918906211853,0.2,-0.0004525284042756,0.0394338369369506,0.0,0.83526369316387,0.0,580.0,0.0002703039999999,1.0139774531126022e-08,1,0.0003,5e-05
122880,60,256,0.0,-1.7859999999999996,256.0,478,0.1610747128725052,0.2,-0.0004524376879999,0.0301731824874877,0.0,0.3052782183851377,0.0,590.0,0.0002697919999999,1.1711381375789642e-08,1,0.0003,5e-05
124928,61,256,0.0,-1.628,256.0,486,0.1376299709081649,0.2,-0.0004569759428704,-9.906291961669922e-05,0.0,0.1216100496870694,0.0,600.0,0.0002692799999999,-1.664739102125168e-09,1,0.0003,5e-05
126976,62,256,0.0,-1.6560000000000006,256.0,495,0.0006562054622918,0.2,-0.0004701210422354,0.5726032257080078,0.0,0.1592441267275717,0.0,610.0,0.0002687679999999,-5.646143108606338e-09,1,0.0003,5e-05
129024,63,256,0.0,-1.614,256.0,503,0.0021348386071622,0.2,-0.0004712405414466,0.8301893472671509,0.0,0.029132287678658,0.0,620.0,0.000268256,5.8498699218034744e-08,1,0.0003,5e-05
131072,64,256,0.0,-1.6240000000000006,256.0,511,0.0016673993086442,0.2,-0.0003402272559469,0.8976699113845825,0.000390625,0.0150895656872307,0.000100531324,630.0,0.0002677439999999,-0.0005548798013478,1,0.0003,5e-05
133120,65,256,0.0,-1.644,256.0,519,0.0003871020744554,0.2,-0.0002935371587227,0.5546813607215881,0.0,0.0534809621603926,0.0,640.0,0.0002672319999999,-3.248569555580616e-08,1,0.0003,5e-05
135168,66,256,0.0,-1.6720000000000002,256.0,527,0.1915223449468612,0.2,-0.000296187409549,0.2222476601600647,0.0,0.2855290230683749,0.0,650.0,0.0002667199999999,-2.3283064365386963e-09,1,0.0003,5e-05
137216,67,256,0.0,-1.6980000000000006,256.0,535,0.0002913002099376,0.2,-0.0002983172860695,0.0307902097702026,0.0,0.1030832103775537,0.0,660.0,0.000266208,-3.655441105365753e-09,1,0.0003,5e-05
139264,68,256,0.0,-1.6920000000000004,256.0,543,0.0926327481865882,0.2,-0.0003017803901457,0.4629958271980285,0.0,0.1670287485863809,0.0,670.0,0.0002656959999999,-5.5204145610332494e-08,1,0.0003,5e-05
141312,69,256,0.0,-1.5900000000000003,256.0,551,0.0003111368569079,0.2,-0.0003029000494279,0.7405074834823608,0.0,0.0324224605334165,0.0,680.0,0.0002651839999999,-1.9700382836163043e-08,1,0.0003,5e-05
143360,70,256,0.0,-1.4240000000000004,256.0,559,0.0043070865795016,0.2,-0.0003025216457899,0.8689538836479187,0.0,0.0046655686532176,0.0,690.0,0.000264672,4.9604568630456934e-08,1,0.0003,5e-05
145408,71,256,0.0,-1.2600000000000002,256.0,567,0.0005043512210249,0.2,-0.0003053717286093,0.2214086055755615,0.0,0.065931334637753,0.0,700.0,0.00026416,-9.482027962803841e-09,1,0.0003,5e-05
147456,72,256,0.0,-1.104,256.0,575,0.0048902896232903,0.2,-0.0003231542144931,0.7979790568351746,0.0,0.0660302668096846,0.0,710.0,0.0002636479999999,2.846354618668556e-09,1,0.0003,5e-05
149504,73,256,0.0,-1.0559999999999998,256.0,583,0.0922098010778427,0.2,-0.0003118340642686,0.2561227679252624,0.0,0.4978024414158426,0.0,720.0,0.0002631359999999,4.4959597289562224e-08,1,0.0003,5e-05
151552,74,256,0.0,-1.0619999999999998,256.0,591,0.1277414262294769,0.2,-0.0003128881213342,0.5516875982284546,0.0,0.0728210328448767,0.0,730.0,0.000262624,-2.4429755285382273e-08,1,0.0003,5e-05
153600,75,256,0.0,-1.2659999999999998,256.0,599,0.0045348606072366,0.2,-0.000313863980773,0.705686092376709,0.0,0.1033114721562014,0.0,740.0,0.0002621119999999,-3.4994445741176614e-08,1,0.0003,5e-05
155648,76,256,0.0,-1.212,256.0,607,0.1191000640392303,0.2,-0.0003158133196848,0.6945534348487854,0.0,0.060212316797515,0.0,750.0,0.0002615999999999,2.834713086485863e-09,1,0.0003,5e-05
157696,77,256,0.0,-1.2020000000000002,256.0,615,0.0002998668060172,0.2,-0.0003177061498718,1.9371509552001953e-05,0.0,0.0013178134856843,0.0,760.0,0.000261088,-2.9755756258964538e-08,1,0.0003,5e-05
159744,78,256,0.0,-0.986,256.0,623,0.0003022155433427,0.2,-0.0003206081240932,-0.000125765800476,0.0,0.0866640472034305,0.0,770.0,0.0002605759999999,-3.294553607702255e-09,1,0.0003,5e-05
161792,79,256,0.0,-0.984,256.0,631,0.002440427429974,0.2,-0.0003287684488896,0.7571223378181458,0.0,0.0340344162061228,0.0,780.0,0.0002600639999999,-1.8172431737184524e-08,1,0.0003,5e-05
163840,80,256,0.0,-0.8999999999999999,256.0,639,0.2059297710657119,0.2,-0.0003332132266223,0.3368652462959289,0.0,0.1464027786059887,0.0,790.0,0.0002595519999999,-4.1816383600234984e-08,1,0.0003,5e-05
165888,81,256,0.0,-0.978,256.0,647,0.000550651573576,0.2,-0.0003377827248186,0.131187617778778,0.0,0.0301988366296427,0.0,800.0,0.00025904,-7.043126970529555e-10,1,0.0003,5e-05
167936,82,256,0.0,-1.0620000000000005,256.0,655,0.0004911412252113,0.2,-0.0003446397007792,0.5887999534606934,0.0,0.0307730944197828,0.0,810.0,0.0002585279999999,2.3312168195843697e-08,1,0.0003,5e-05
169984,83,256,0.0,-1.136,256.0,663,0.0019695854280143,0.2,-0.0003464227484073,0.0790393352508544,0.0,0.1953895960134105,0.0,820.0,0.0002580159999999,-1.0279472917318344e-08,1,0.0003,5e-05
172032,84,256,0.0,-1.118,256.0,671,0.0448020361363887,0.2,-0.0003499030037346,0.1546469330787658,0.0,0.1391127733335452,0.0,830.0,0.000257504,2.2165477275848393e-08,1,0.0003,5e-05
174080,85,256,0.0,-1.0300000000000002,256.0,679,0.0732407793402671,0.2,-0.0003575680606445,0.0400193333625793,0.0,0.157463475089753,0.0,840.0,0.000256992,-8.591450750827789e-09,1,0.0003,5e-05
176128,86,256,0.0,-0.964,256.0,687,0.0079081039875745,0.2,-0.0003630620925832,0.0011038780212402,0.0,0.0372118624724407,0.0,850.0,0.0002564799999999,-1.4901161193847656e-08,1,0.0003,5e-05
178176,87,256,0.0,-0.9640000000000002,256.0,695,0.0050493879243731,0.2,-0.0003869807944283,0.595879077911377,0.0,0.0315989586670184,-4.627509e-09,860.0,0.0002559679999999,-8.288770914077759e-09,1,0.0003,5e-05
180224,88,256,0.0,-1.0419999999999998,256.0,703,0.0001625449513085,0.2,-0.0003836350511846,0.3415547013282776,0.0,0.0622936772043885,0.0,870.0,0.000255456,-3.1403033062815666e-08,1,0.0003,5e-05
182272,89,256,0.0,-1.086,256.0,711,0.0001493304880568,0.2,-0.0004105294927285,0.3179875016212463,0.0,0.0762267985886865,0.0,880.0,0.000254944,9.988434612751008e-09,1,0.0003,5e-05
184320,90,256,0.0,-1.164,256.0,719,0.0023377686738967,0.2,-0.0003925116732716,0.0630589127540588,0.0,0.0566898671440867,0.0,890.0,0.0002544319999999,-5.320180207490921e-09,1,0.0003,5e-05
186368,91,256,0.0,-1.35,256.0,727,0.159192219376564,0.2,-0.0004035660847875,0.0522805452346801,0.0,0.1271783915255582,-6.5774657e-09,900.0,0.00025392,-1.2747477740049362e-08,1,0.0003,5e-05
188416,92,256,0.0,-1.404,256.0,735,0.4002107083797455,0.2,-0.0004110546986339,0.0921310186386108,0.0,0.3480776934229652,0.0,910.0,0.000253408,5.774199962615967e-09,1,0.0003,5e-05
190464,93,256,0.0,-1.584,256.0,743,0.1000550538301467,0.2,-0.0004227698118484,0.0006506443023681,0.0,0.1223082989155955,0.0,920.0,0.0002528959999999,-6.187474355101585e-09,1,0.0003,5e-05
192512,94,256,0.0,-1.6100000000000003,256.0,751,0.1227789595723152,0.2,-0.0002472376465448,-0.0008326768875122,0.000390625,0.3527257700829068,0.00022981432,930.0,0.000252384,-0.0001248843502253,1,0.0003,5e-05
194560,95,256,0.0,-1.7620000000000005,256.0,759,0.0013534865574911,0.2,-0.0002046462375801,0.5681579113006592,0.0,0.0349430584563379,0.0,940.0,0.000251872,3.451714292168617e-09,1,0.0003,5e-05
196608,96,256,0.0,-1.9300000000000008,256.0,767,0.0011558590922504,0.2,-0.0002042837028056,0.0819209218025207,0.0,0.2851275397089921,0.0,950.0,0.0002513599999999,5.960464477539063e-09,1,0.0003,5e-05
198656,97,256,0.0,-1.7279999999999998,256.0,775,0.1551873236894607,0.2,-0.0002064554622847,0.1174777150154113,0.0,0.1797180064171698,0.0,960.0,0.0002508479999999,-2.1792948246002196e-08,1,0.0003,5e-05
200704,98,256,0.0,-1.634,256.0,783,0.0416596196591854,0.2,-0.0001316917192525,0.1096202135086059,0.000439453125,0.05420028763765,0.00012481707,970.0,0.000250336,-0.0006287828902713,1,0.0003,5e-05
202752,99,256,0.0,-1.7360000000000002,256.0,791,0.0021402144338935,0.2,-0.0001209235671922,0.6175262928009033,0.0,0.0114302596914058,0.0,980.0,0.0002498239999999,6.752088665962218e-10,1,0.0003,5e-05
204800,100,256,0.0,-1.896,256.0,799,0.2253621071577072,0.2,-0.0001191448731333,0.051195204257965,0.0,0.1438950911840947,0.0,990.0,0.0002493119999999,5.355104804039e-10,1,0.0003,5e-05
206848,101,256,0.0,-1.668,256.0,807,0.1186163797974586,0.2,-0.0001183908588245,0.0077201724052429,0.0,0.1344258772878674,0.0,1000.0,0.0002488,-1.3562384992837904e-09,1,0.0003,5e-05
208896,102,256,0.0,-1.59,256.0,815,0.0045432746410369,0.2,-0.0001191220771943,0.1777570247650146,0.0,0.0685939059301745,0.0,1010.0,0.0002482879999999,-1.245061866939068e-08,1,0.0003,5e-05
210944,103,256,0.0,-1.7020000000000002,256.0,823,0.2228446751832962,0.2,-0.0001196801924379,0.1204842329025268,0.0,0.1070989533933243,0.0,1020.0,0.0002477759999999,-3.8050347939133653e-08,1,0.0003,5e-05
212992,104,256,0.0,-1.348,256.0,831,0.000659778364934,0.2,-0.0001200002692712,0.0274847149848938,0.0,0.1801946289997431,0.0,1030.0,0.0002472639999999,-1.9615981727838518e-09,1,0.0003,5e-05
215040,105,256,0.0,-1.274,256.0,839,0.0180267449468374,0.2,-0.0001197681228404,-0.0007107257843017,0.0,0.009977854985334,0.0,1040.0,0.000246752,5.678157322108745e-09,1,0.0003,5e-05
217088,106,256,0.0,-0.978,256.0,847,0.0007469000993296,0.2,-0.000120864796554,0.2683151960372925,0.0,0.0308808286765724,0.0,1050.0,0.0002462399999999,-4.773028194904327e-09,1,0.0003,5e-05
219136,107,256,0.0,-0.7619999999999999,256.0,855,0.001839529024437,0.2,-0.0001214735843859,0.4875282645225525,0.0,0.0135054847141873,0.0,1060.0,0.0002457279999999,2.8550857678055763e-08,1,0.0003,5e-05
221184,108,256,0.0,-0.4860000000000001,256.0,863,0.0025446873623877,0.2,-0.0001224468449436,0.7459298372268677,0.0,0.0033467151188006,0.0,1070.0,0.000245216,-1.8044374883174894e-09,1,0.0003,5e-05
223232,109,256,0.0,-0.6800000000000002,256.0,871,0.1250800341367721,0.2,-0.0001225724290634,0.1941156387329101,0.0,0.032355715671747,0.0,1080.0,0.0002447039999999,-2.834713086485863e-09,1,0.0003,5e-05
225280,110,256,0.0,-0.954,256.0,879,0.0007197515806183,0.2,-0.0001230803060025,0.0364511013031005,0.0,0.1375974028989731,0.0,1090.0,0.0002441919999999,-1.967418938875198e-09,1,0.0003,5e-05
227328,111,256,0.0,-0.9740000000000002,256.0,887,0.105061374604702,0.2,-0.0001240468145624,0.0120158791542053,0.0,0.2132106842196663,0.0,1100.0,0.0002436799999999,-2.9103830456733704e-10,1,0.0003,5e-05
229376,112,256,0.0,-0.6279999999999998,256.0,895,0.0003871981170959,0.2,-0.0001247978965693,0.0637522935867309,0.0,0.1073423416757577,0.0,1110.0,0.0002431679999999,-2.3719621822237972e-08,1,0.0003,5e-05
231424,113,256,0.0,-0.858,256.0,903,0.0012644887901842,0.2,-0.0001246393536348,0.0369399785995483,0.0,0.0639598672388274,0.0,1120.0,0.0002426559999999,-5.587935447692871e-10,1,0.0003,5e-05
233472,114,256,0.0,-0.714,256.0,911,0.0724754780530929,0.2,-9.484030606472517e-05,0.039804995059967,0.000390625,0.2459190604218747,6.091589e-05,1130.0,0.0002421439999999,-0.0004767808364704,1,0.0003,5e-05
235520,115,256,0.0,-0.6599999999999998,256.0,919,0.0018874460365623,0.2,-8.940932839323068e-05,0.0356268882751464,0.0,0.0698423264997472,0.0,1140.0,0.0002416319999999,2.2933818399906158e-09,1,0.0003,5e-05
237568,116,255,0.0,-0.866,256.0,928,0.0014989039627835,0.2,-8.985520216810982e-05,0.7274892330169678,0.0,0.0022651800487892,0.0,1150.0,0.0002411199999999,4.531466402113437e-09,1,0.0003,5e-05
239616,117,255,0.0,-1.084,256.0,936,0.1111358851194381,0.2,-9.035291341206176e-05,0.0089363455772399,0.0,0.4790158756572055,0.0,1160.0,0.0002406079999999,-2.7765054255723955e-09,1,0.0003,5e-05
241664,118,255,0.0,-1.0379999999999998,256.0,944,0.0015186702366918,0.2,-9.28300501072954e-05,0.0601844787597656,0.0,0.2307234734485973,0.0,1170.0,0.0002400959999999,-1.1641532182693479e-10,1,0.0003,5e-05
243712,119,255,0.0,-1.206,256.0,952,0.002211459679529,0.2,-9.238258598998073e-05,0.2318677902221679,0.0,0.0555780585898901,0.0,1180.0,0.0002395839999999,1.5716068446636202e-09,1,0.0003,5e-05
245760,120,255,0.0,-1.364,256.0,960,0.1297116726636886,0.2,-9.155916213785532e-05,0.0577966570854187,0.0,0.0962785328203608,0.0,1190.0,0.0002390719999999,-3.981404006481171e-09,1,0.0003,5e-05
247808,121,255,0.0,-1.2220000000000002,256.0,968,0.3085427582263946,0.2,-9.224826062563808e-05,0.0016590356826782,0.0,0.2793103829681058,0.0,1200.0,0.0002385599999999,8.149072527885435e-11,1,0.0003,5e-05
249856,122,255,0.0,-1.1200000000000003,256.0,976,8.997906843433157e-05,0.2,-9.250337125195074e-05,0.5097435712814331,0.0,0.0009390383244181,0.0,1210.0,0.0002380479999999,2.4330802261829375e-09,1,0.0003,5e-05
251904,123,255,0.0,-1.4960000000000002,256.0,984,0.0009520942694507,0.2,-9.450040315641672e-05,0.0085939168930053,0.0,0.2248707305694552,0.0,1220.0,0.0002375359999999,1.699663698673248e-09,1,0.0003,5e-05
253952,124,255,0.0,-1.5240000000000002,256.0,992,0.7626182436943054,0.2,-9.69624688877957e-05,-0.0035027265548706,0.0,0.8475648753345013,0.0,1230.0,0.0002370239999999,1.2188684195280075e-08,1,0.0003,5e-05
256000,125,255,0.0,-1.5380000000000005,256.0,1000,0.1383258998394012,0.2,-9.376409152537236e-05,-0.0001071691513061,0.0,0.4442633312522958,0.0,1240.0,0.0002365119999999,-1.1757947504520416e-09,1,0.0003,5e-05
258048,126,255,0.0,-1.526,256.0,1008,0.0003059459559153,0.2,-9.50961300986819e-05,0.0944368839263916,0.0,0.0631947273481273,0.0,1250.0,0.0002359999999999,-1.6880221664905546e-09,1,0.0003,5e-05
260096,127,255,0.0,-1.55,256.0,1016,0.0003532773989718,0.2,-9.483847179581062e-05,5.364418029785156e-07,0.0,0.1081871695967493,0.0,1260.0,0.0002354879999999,-2.0896550267934803e-09,1,0.0003,5e-05
262144,128,255,0.0,-1.606,256.0,1024,0.0001054352469509,0.2,-9.640070811656189e-05,3.874301910400391e-06,0.0,0.0480106372171576,0.0,1270.0,0.0002349759999999,7.59027898311615e-09,1,0.0003,5e-05
264192,129,255,0.0,-1.3660000000000003,256.0,1032,0.0017155174864456,0.2,-9.628502093619316e-05,-2.0265579223632812e-05,0.0,0.0952918908174979,0.0,1280.0,0.0002344639999999,-2.828892320394516e-09,1,0.0003,5e-05
266240,130,255,0.0,-1.4880000000000002,256.0,1040,0.0009439432178623,0.2,-9.759245822351658e-05,5.042552947998047e-05,0.0,0.1091787992190802,0.0,1290.0,0.0002339519999999,-1.2922100722789762e-09,1,0.0003,5e-05
268288,131,255,0.0,-1.5780000000000003,256.0,1048,0.3286285400390625,0.2,-9.922756062223926e-05,0.000370442867279,0.0,0.2113598410338454,0.0,1300.0,0.0002334399999999,4.458706825971603e-09,1,0.0003,5e-05
270336,132,255,0.0,-1.4200000000000004,256.0,1056,0.4116539359092712,0.2,-0.0001004420585559,-0.0012726783752441,0.0,0.6397884403093486,0.0,1310.0,0.0002329279999999,-3.806781023740769e-09,1,0.0003,5e-05
272384,133,255,0.0,-1.406,256.0,1064,0.0004486271354835,0.2,-9.995043865274056e-05,6.031990051269531e-05,0.0,0.0012604819206899,0.0,1320.0,0.0002324159999999,-2.1187588572502135e-09,1,0.0003,5e-05
274432,134,255,0.0,-1.38,256.0,1072,9.251918527297676e-06,0.2,-0.0001009046845865,2.264976501464844e-06,0.0,0.0305559440033675,0.0,1330.0,0.0002319039999999,-1.3137469068169591e-08,1,0.0003,5e-05
276480,135,255,0.0,-1.2319999999999998,256.0,1080,0.4186475276947021,0.2,-0.0001014627292533,-3.7550926208496094e-05,0.0,0.1080031505912302,0.0,1340.0,0.0002313919999999,-1.0302755981683733e-08,1,0.0003,5e-05
278528,136,255,0.0,-1.084,256.0,1088,0.0010034753940999,0.2,-0.0001028478122861,0.0004637241363525,0.0,0.0309057335029137,0.0,1350.0,0.0002308799999999,-1.5523983165621757e-08,1,0.0003,5e-05
280576,137,255,0.0,-1.18,256.0,1096,0.2116322070360183,0.2,-0.0001039704643517,0.0020556449890136,0.0,0.1553167194233538,0.0,1360.0,0.0002303679999999,1.996522769331932e-09,1,0.0003,5e-05
282624,138,255,0.0,-1.0319999999999998,256.0,1104,0.000783065566793,0.2,-0.000105495135358,0.0007944107055664,0.0,0.3875219286022912,0.0,1370.0,0.000229856,5.104811862111092e-09,1,0.0003,5e-05
284672,139,255,0.0,-0.97,256.0,1112,0.0003875656984746,0.2,-0.000106468524882,-0.0001147985458374,0.0,0.0316104757169114,0.0,1380.0,0.0002293439999999,1.1466909199953081e-08,1,0.0003,5e-05
286720,140,255,0.0,-1.3160000000000005,256.0,1120,0.0017789886333048,0.2,-0.000108420505785,-0.0246810913085937,0.0,0.0027560304925145,0.0,1390.0,0.0002288319999999,3.358582034707069e-09,1,0.0003,5e-05
288768,141,255,0.0,-1.102,256.0,1128,0.3525850474834442,0.2,-0.0001097338629733,-0.0017155408859252,0.0,0.5199034976161784,0.0,1400.0,0.0002283199999999,4.470348358154297e-09,1,0.0003,5e-05
290816,142,255,0.0,-1.098,256.0,1136,0.0009718112414702,0.2,-0.0001107338877773,0.0004331469535827,0.0,0.0012845306097915,0.0,1410.0,0.0002278079999999,7.741618901491165e-09,1,0.0003,5e-05
292864,143,255,0.0,-1.1260000000000003,256.0,1144,0.1109254658222198,0.2,-0.0001127479231399,-0.000699758529663,0.0,0.2662743724824395,0.0,1420.0,0.0002272959999999,3.6437995731830598e-09,1,0.0003,5e-05
294912,144,255,0.0,-1.122,256.0,1152,0.000912147865165,0.2,-0.0001139039531153,7.450580596923828e-06,0.0,0.0632017288277893,0.0,1430.0,0.0002267839999999,-5.273614078760147e-09,1,0.0003,5e-05
296960,145,255,0.0,-1.094,256.0,1160,0.0006568289245478,0.2,-0.000115421287046,0.0014155507087707,0.0,0.0342790946673858,0.0,1440.0,0.0002262719999999,-1.6414560377597806e-09,1,0.0003,5e-05
299008,146,255,0.0,-1.0279999999999998,256.0,1168,0.0132946390658617,0.2,-0.0001177902494418,4.76837158203125e-07,0.0,0.0060872335163253,0.0,1450.0,0.0002257599999999,1.2980308383703232e-08,1,0.0003,5e-05
301056,147,255,0.0,-0.924,256.0,1176,0.0015289448201656,0.2,-0.0001228500784236,0.5171521306037903,0.0,0.0016528365329236,0.0,1460.0,0.0002252479999999,1.5832483768463132e-09,1,0.0003,5e-05
303104,148,255,0.0,-0.988,256.0,1184,0.1046935394406318,0.2,-0.0001251842735655,0.0221627950668334,0.0,0.0601531361058732,0.0,1470.0,0.0002247359999999,-1.769512891769409e-09,1,0.0003,5e-05
305152,149,255,0.0,-0.7639999999999999,256.0,1192,0.0008005208801478,0.2,-0.0001245908570126,-1.1920928955078125e-07,0.0,0.4224278243545996,0.0,1480.0,0.0002242239999999,1.4674151316285133e-08,1,0.0003,5e-05
307200,150,255,0.0,-0.916,256.0,1200,0.0934693068265914,0.2,-0.0001294998524826,-0.000192642211914,0.0,0.1704495207037325,0.0,1490.0,0.0002237119999999,7.39237293601036e-10,1,0.0003,5e-05
309248,151,255,0.0,-1.0099999999999998,256.0,1208,0.0002849679440259,0.2,-0.0001303354676565,7.152557373046875e-07,0.0,0.1512120457228661,0.0,1500.0,0.0002231999999999,8.533243089914322e-09,1,0.0003,5e-05
311296,152,255,0.0,-1.2380000000000002,256.0,1216,0.0004504436219576,0.2,-0.0001336238367002,0.0008245110511779,0.0,0.1051727477200984,0.0,1510.0,0.0002226879999999,2.2433232516050337e-08,1,0.0003,5e-05
313344,153,255,0.0,-1.344,256.0,1224,0.0865009874105453,0.2,-0.0001367502853099,9.5367431640625e-07,0.0,0.3809681824495783,0.0,1520.0,0.0002221759999999,5.308538675308228e-09,1,0.0003,5e-05
315392,154,255,0.0,-1.4380000000000002,256.0,1232,0.7898682951927185,0.2,-0.0001409895174219,0.0009090304374694,0.0,0.7484508624125737,0.0,1530.0,0.0002216639999999,4.761386662721634e-09,1,0.0003,5e-05
317440,155,255,0.0,-1.3200000000000005,256.0,1240,0.1881520748138427,0.2,-0.0001474684417189,0.0040059685707092,0.0,0.1665363469859585,0.0,1540.0,0.0002211519999999,4.778848960995674e-09,1,0.0003,5e-05
319488,156,255,0.0,-1.31,256.0,1248,0.0050903591327369,0.2,-0.000148286561307,0.0040581822395324,0.0,0.0445576002117377,0.0,1550.0,0.0002206399999999,-2.561137080192566e-09,1,0.0003,5e-05
321536,157,255,0.0,-1.3920000000000003,256.0,1256,0.0020993603393435,0.2,-0.0001534852943223,0.0216975808143615,0.0,0.059657720842955,0.0,1560.0,0.0002201279999999,5.6839780882000935e-09,1,0.0003,5e-05
323584,158,255,0.0,-1.3780000000000003,256.0,1264,0.0878546461462974,0.2,-0.0001591384861967,-0.0005388259887695,0.0,0.1447385000477197,0.0,1570.0,0.0002196159999999,1.5262048691511154e-08,1,0.0003,5e-05
325632,159,255,0.0,-1.5380000000000005,256.0,1272,0.0004755278641823,0.2,-0.0001641238435695,0.0754238367080688,0.0,0.0042343689963047,0.0,1580.0,0.0002191039999999,4.871981218457222e-09,1,0.0003,5e-05
327680,160,255,0.0,-1.548,256.0,1281,1.7230709791183472,0.2,-0.0001707343346424,-3.814697265625e-06,0.0,1.159696179140883,0.0,1590.0,0.0002185919999999,-6.909249350428581e-09,1,0.0003,5e-05
329728,161,255,0.0,-1.5860000000000003,256.0,1289,0.0001815769646782,0.2,-0.0001765282750056,0.000655710697174,0.0,0.0502461214146023,0.0,1600.0,0.0002180799999999,-1.8975697457790376e-09,1,0.0003,5e-05
331776,162,255,0.0,-1.8020000000000005,256.0,1297,0.0020424036774784,0.2,-0.0001079454675164,0.0003594756126403,0.000439453125,0.2860815451480448,0.00013043114,1610.0,0.0002175679999999,-0.0004721732228063,1,0.0003,5e-05
