image_path,label,prefix,number,bucket,group_id,split
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A038.png,halfling,A,38,1,halfling_A_B001,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A041.png,halfling,A,41,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A044.png,halfling,A,44,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A046.png,halfling,A,46,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A048.png,halfling,A,48,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A049.png,halfling,A,49,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A052.png,halfling,A,52,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A053.png,halfling,A,53,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A054.png,halfling,A,54,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A057.png,halfling,A,57,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A058.png,halfling,A,58,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A059.png,halfling,A,59,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A060.png,halfling,A,60,2,halfling_A_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A061.png,halfling,A,61,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A062.png,halfling,A,62,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A063.png,halfling,A,63,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A064.png,halfling,A,64,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A065.png,halfling,A,65,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A066.png,halfling,A,66,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A067.png,halfling,A,67,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A068.png,halfling,A,68,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A069.png,halfling,A,69,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A070.png,halfling,A,70,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A071.png,halfling,A,71,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A072.png,halfling,A,72,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A073.png,halfling,A,73,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A074.png,halfling,A,74,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A075.png,halfling,A,75,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A076.png,halfling,A,76,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A077.png,halfling,A,77,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A078.png,halfling,A,78,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A079.png,halfling,A,79,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A080.png,halfling,A,80,3,halfling_A_B003,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A081.png,halfling,A,81,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A082.png,halfling,A,82,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A083.png,halfling,A,83,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A084.png,halfling,A,84,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A085.png,halfling,A,85,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A086.png,halfling,A,86,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A087.png,halfling,A,87,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A088.png,halfling,A,88,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A089.png,halfling,A,89,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A090.png,halfling,A,90,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A091.png,halfling,A,91,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A092.png,halfling,A,92,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A093.png,halfling,A,93,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A094.png,halfling,A,94,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A095.png,halfling,A,95,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A096.png,halfling,A,96,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A097.png,halfling,A,97,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A098.png,halfling,A,98,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A099.png,halfling,A,99,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A100.png,halfling,A,100,4,halfling_A_B004,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A101.png,halfling,A,101,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A102.png,halfling,A,102,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A103.png,halfling,A,103,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A104.png,halfling,A,104,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A105.png,halfling,A,105,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A106.png,halfling,A,106,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A107.png,halfling,A,107,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A108.png,halfling,A,108,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A109.png,halfling,A,109,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A110.png,halfling,A,110,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A111.png,halfling,A,111,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A112.png,halfling,A,112,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A113.png,halfling,A,113,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A114.png,halfling,A,114,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A115.png,halfling,A,115,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A116.png,halfling,A,116,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A117.png,halfling,A,117,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A118.png,halfling,A,118,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A120.png,halfling,A,120,5,halfling_A_B005,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A121.png,halfling,A,121,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A122.png,halfling,A,122,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A123.png,halfling,A,123,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A124.png,halfling,A,124,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A125.png,halfling,A,125,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A126.png,halfling,A,126,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A127.png,halfling,A,127,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A128.png,halfling,A,128,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A129.png,halfling,A,129,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A130.png,halfling,A,130,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A132.png,halfling,A,132,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A133.png,halfling,A,133,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A134.png,halfling,A,134,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A135.png,halfling,A,135,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A136.png,halfling,A,136,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A137.png,halfling,A,137,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A138.png,halfling,A,138,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A139.png,halfling,A,139,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A140.png,halfling,A,140,6,halfling_A_B006,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A141.png,halfling,A,141,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A142.png,halfling,A,142,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A143.png,halfling,A,143,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A144.png,halfling,A,144,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A145.png,halfling,A,145,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A146.png,halfling,A,146,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A147.png,halfling,A,147,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A148.png,halfling,A,148,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A149.png,halfling,A,149,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A150.png,halfling,A,150,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A151.png,halfling,A,151,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A152.png,halfling,A,152,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A154.png,halfling,A,154,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A155.png,halfling,A,155,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A156.png,halfling,A,156,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A157.png,halfling,A,157,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A158.png,halfling,A,158,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A159.png,halfling,A,159,7,halfling_A_B007,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A161.png,halfling,A,161,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A162.png,halfling,A,162,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A163.png,halfling,A,163,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A164.png,halfling,A,164,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A165.png,halfling,A,165,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A166.png,halfling,A,166,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A167.png,halfling,A,167,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A168.png,halfling,A,168,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A169.png,halfling,A,169,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A170.png,halfling,A,170,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A171.png,halfling,A,171,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A172.png,halfling,A,172,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A173.png,halfling,A,173,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A174.png,halfling,A,174,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A175.png,halfling,A,175,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A176.png,halfling,A,176,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A177.png,halfling,A,177,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A178.png,halfling,A,178,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A179.png,halfling,A,179,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A180.png,halfling,A,180,8,halfling_A_B008,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A181.png,halfling,A,181,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A182.png,halfling,A,182,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A183.png,halfling,A,183,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A184.png,halfling,A,184,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A185.png,halfling,A,185,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A186.png,halfling,A,186,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A187.png,halfling,A,187,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A188.png,halfling,A,188,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A189.png,halfling,A,189,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A190.png,halfling,A,190,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A191.png,halfling,A,191,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A193.png,halfling,A,193,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A194.png,halfling,A,194,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A196.png,halfling,A,196,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A197.png,halfling,A,197,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_A198.png,halfling,A,198,9,halfling_A_B009,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B002.png,halfling,B,2,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B003.png,halfling,B,3,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B006.png,halfling,B,6,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B011.png,halfling,B,11,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B012.png,halfling,B,12,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B018.png,halfling,B,18,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B019.png,halfling,B,19,0,halfling_B_B000,test
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B022.png,halfling,B,22,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B024.png,halfling,B,24,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B025.png,halfling,B,25,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B027.png,halfling,B,27,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B030.png,halfling,B,30,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B032.png,halfling,B,32,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B033.png,halfling,B,33,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B036.png,halfling,B,36,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B037.png,halfling,B,37,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B040.png,halfling,B,40,1,halfling_B_B001,val
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B041.png,halfling,B,41,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B042.png,halfling,B,42,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B044.png,halfling,B,44,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B047.png,halfling,B,47,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B048.png,halfling,B,48,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B049.png,halfling,B,49,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B052.png,halfling,B,52,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B053.png,halfling,B,53,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B055.png,halfling,B,55,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B057.png,halfling,B,57,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B058.png,halfling,B,58,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B059.png,halfling,B,59,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B060.png,halfling,B,60,2,halfling_B_B002,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B061.png,halfling,B,61,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B062.png,halfling,B,62,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B063.png,halfling,B,63,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B064.png,halfling,B,64,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B065.png,halfling,B,65,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B066.png,halfling,B,66,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B067.png,halfling,B,67,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B068.png,halfling,B,68,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B069.png,halfling,B,69,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B070.png,halfling,B,70,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B071.png,halfling,B,71,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B072.png,halfling,B,72,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B073.png,halfling,B,73,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B074.png,halfling,B,74,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B075.png,halfling,B,75,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B076.png,halfling,B,76,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B077.png,halfling,B,77,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B078.png,halfling,B,78,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B079.png,halfling,B,79,3,halfling_B_B003,train
/Users/ziyanlei/Desktop/AIR/dungeon_images_colour80/halfling/halfling_B080.png,halfling,B,80,3,halfling_B_B003,train
