time/total_timesteps,train/loss,train/entropy_loss,train/value_loss,train/n_updates,train/policy_gradient_loss,phase
256000,0.1383258998394012,-9.376409152537236e-05,0.4442633312522958,1240.0,-1.1757947504520416e-09,1
258048,0.0003059459559153,-9.50961300986819e-05,0.0631947273481273,1250.0,-1.6880221664905546e-09,1
260096,0.0003532773989718,-9.483847179581062e-05,0.1081871695967493,1260.0,-2.0896550267934803e-09,1
262144,0.0001054352469509,-9.640070811656189e-05,0.0480106372171576,1270.0,7.59027898311615e-09,1
264192,0.0017155174864456,-9.628502093619316e-05,0.0952918908174979,1280.0,-2.828892320394516e-09,1
266240,0.0009439432178623,-9.759245822351658e-05,0.1091787992190802,1290.0,-1.2922100722789762e-09,1
268288,0.3286285400390625,-9.922756062223926e-05,0.2113598410338454,1300.0,4.458706825971603e-09,1
270336,0.4116539359092712,-0.0001004420585559,0.6397884403093486,1310.0,-3.806781023740769e-09,1
272384,0.0004486271354835,-9.995043865274056e-05,0.0012604819206899,1320.0,-2.1187588572502135e-09,1
274432,9.251918527297676e-06,-0.0001009046845865,0.0305559440033675,1330.0,-1.3137469068169591e-08,1
276480,0.4186475276947021,-0.0001014627292533,0.1080031505912302,1340.0,-1.0302755981683733e-08,1
278528,0.0010034753940999,-0.0001028478122861,0.0309057335029137,1350.0,-1.5523983165621757e-08,1
